,prompt_formality,prompt,prediction,language,model,size(B),id,formality,annotator,annotation_id,created_at,updated_at,lead_time
920,Informal,there are lost of good women left you just have to look in the right,"places, I know for me I found my future on eHarmony, so you have to be smart in the right places too! I'm a very simple lady. I like the simple things in life. If a woman doesn't have a job or can't afford a house or if she's too poor to afford a car, I don't care.",en,XGLM,2.9,21.0,Informal,1.0,87.0,2023-01-02T18:02:37.688787Z,2023-01-02T18:02:37.688879Z,9.166
921,Neutral,There," are also several key advantages to the use of this method to examine an RNA polymerase I transcript. One is the identification of large protein complexes that are involved in the regulation of expression. Other methods, such as mass spectroscopy, are much more labor intensive and thus less suitable for the analysis of larger quantities of RNA polymerase I transcripts. On the other hand, immunoprecipitation is useful in identifying a transcriptional initiation complex when a relatively large protein complex is involved and when the proteins in that complex are highly abundant. It is our hope that the successful application of this method to the analysis of transcription by RNA polymerase II in Dictyostelium may enable us to identify a large complex that comprises RNA polymerase II and proteins involved in the regulation",en,BLOOM,7.1,22.0,Formal,1.0,202.0,2023-01-05T02:01:02.409643Z,2023-01-05T02:01:02.409744Z,5.764
922,Neutral,This," will return a list of the options returned from the configure test scripts. See the Config Testers chapter for more information. Additionally, you can use the /FILE argument to specify a file which should be parsed when the test scripts fail.",en,XGLM,7.5,23.0,Formal,1.0,105.0,2023-01-02T18:14:50.568596Z,2023-01-02T18:14:50.568679Z,8.321
923,Formal,Even though I see him each week in PSR I can not find the courage," to go to him. Does anybody else find the courage? In our local newspaper he is on the list of the best doctors in the area. He takes his time to explain his procedure to you. I'm sure he could walk me through it in five minutes. However he just has this way of going over the big picture thing. I'm sure everyone has their own method of getting through it, but we try to just go as slow and simple as we can without being afraid of the possible consequences.",en,XGLM,2.9,24.0,Informal,1.0,224.0,2023-01-05T02:05:11.297714Z,2023-01-05T02:05:11.297737Z,65.965
924,Neutral,We,"'re looking for a creative, self-motivated team member to join our graphic design department to support our high-end print product and packaging sales force. This...",en,XGLM,2.9,25.0,Informal,1.0,81.0,2023-01-02T18:01:05.154866Z,2023-01-02T18:01:05.154932Z,3.769
925,Informal,sometimes its better to be very good friends first and make sure ur happy around," him and then see where it goes from there if he ever changes.i am a very honest guy and i am serious about my relationship and i am not looking for someone to be my best friend and then someone to hang out with or talk on the phone with all the time but more on the line of companionship, maybe hang out with me a couple times a month for a little fun.",en,XGLM,7.5,26.0,Informal,1.0,297.0,2023-01-05T02:31:27.245225Z,2023-01-05T02:31:27.245357Z,4.385
926,Formal,"His or her intelligence, the way they carry themselves, good looks, and how active they", are. These are the qualities that really set them apart from the rest of the pack in the selection process. A frog with a strong immune system may be more resistant to various diseases.,en,XGLM,7.5,27.0,Formal,1.0,82.0,2023-01-02T18:01:58.730305Z,2023-01-02T18:01:58.730434Z,14.324
927,Formal,Do not allow her to dominate your life for she will simply have to learn," to fit in instead of you having to learn to accept her.
She will want more and more of you. She will want to make you a priority in her life. She will want to live in your home, sleep in your bed, and will not hesitate to sleep and hangout with her BFF and friends. If you are single, she will be insisting on you, on getting together and going out and on going to see her boyfriends, or friends’ boyfriends. If you are married she will also want to hang out with them and she may even bring them over to her house. They may also invite you out for dinner. And of course, she will want to visit your house, too. She will want to",en,BLOOM,7.1,28.0,Informal,1.0,200.0,2023-01-05T02:00:32.534912Z,2023-01-05T02:00:32.534981Z,59.239
928,Informal,"If yes, why do I heard some girl said flowers ar not going to last?", They are not real and they are not nice? But I heard about flowers that they stay forever. You know what? They are just nice and nice is the best thing ever. You should spend the money to buy them. I really don't like a real person is not nice. It's boring.,en,XGLM,7.5,29.0,Informal,1.0,168.0,2023-01-05T01:47:24.237057Z,2023-01-05T01:47:24.237151Z,34.571
929,Informal,my cuzin met up with some wierd old perv saying he was a hot teen," girl from the 70's who loved to wear white makeup and white dresses & we were both having sex with him, but just as he was about to stick his cock in my pussy I heard a noise like a water tap on my bedroom door, and when i opened the door i was a surprise to see my father standing there with a knife in his hand!!!!! he said i owed him a favor and that if i didn't give him the cash he wanted he'd kill me. the rest of it was kinda hazy but i didn't say i didn't, so he put the knife through my belly and i started bleeding until my stomach was raw so he had to stop.
this whole experience is so scary but also really weird, i'm",en,BLOOM,7.1,30.0,Informal,1.0,253.0,2023-01-05T02:21:16.859272Z,2023-01-05T02:21:16.859370Z,12.594
930,Informal,if he's gonna be an on and off guy like that i say dump him," i'll figure out how to do that for him if we have to kill him, we do him quick we don't want a long drawn out legal process and i'm not worried about a judge that is a little tough on the prison system and that they know what we're doing we can't be taking a man from a prison in the state of washington into another in another state in another state and not be in an actual prison facility in that state that will be where we put him.
The reason i don't give up and the reason i don't be a coward is because i know that i have a wife a kid that i'm responsible for and i know that i'm going to have a family one day and i want to do that right now i want to get to",en,BLOOM,3.0,31.0,Informal,1.0,42.0,2023-01-02T17:41:46.492482Z,2023-01-02T17:41:46.492574Z,3.347
931,Neutral,You," have one of the most important and exciting tasks of your life and God is calling you to go. In the Middle East many Christians don’t believe that God does anything but work at a local level; they worry about the big picture, and wonder how they can play a part in it. The reality is that there is very little or no interaction between church and local church—to use the phrase from the Bible. For the Christians in the Middle East, there is now a shift in focus.",en,XGLM,2.9,32.0,Formal,1.0,271.0,2023-01-05T02:26:43.609677Z,2023-01-05T02:26:43.609775Z,30.569
932,Formal,I really like this man. I am not sure if it is love or just," friendship but I think that I can count on him. He understands me and is very willing to help me if I need him to. I find his company a source of happiness and so I never feel lonely. I have decided that I must give him another chance. I don’t care how long it takes and I know that I have made the right choice.
I have not found anyone as good as him yet. I believe that I will be happy for the rest of my life. I am sure that he will treat me well and that we will both be happy together.
I could not be happier. My love has found a woman just like himself and I am not going to leave her. I promise him that I will be with him until he",en,BLOOM,7.1,33.0,Informal,1.0,46.0,2023-01-02T17:45:11.077376Z,2023-01-02T17:45:11.077470Z,176.241
933,Informal,you win some you lose some take it with a grain of salt and be," prepared to back up your choices with a good source, especially the fact that a lot of you are in denial about just how much you are contributing to the demise of this nation. We need to stand up and fight back, not wallow in complacency and hope it's all worth it when we can never make the same choice twice.",en,XGLM,7.5,34.0,Informal,1.0,194.0,2023-01-05T01:57:06.332633Z,2023-01-05T01:57:06.332730Z,10.406
934,Formal,The problem is whether you are going to ask her out while at work or," not.
If you are asking her out in your spare time, it is likely that she will see it as too soon to make plans for her wedding.
You are just wasting time, making her feel bad and you risk being misunderstood.
If you are asking her out while at work, it might sound awkward, and some would ask why she is asking you out on a day when you are going to get married.
But then you would be wondering if she is going to tell everyone that you asked her out while at work.
Also, it's not fair for her to ask you out on her wedding day.
So you would have to be careful of who you bring along with you.
She is the best person in the world for you now",en,BLOOM,7.1,35.0,Formal,1.0,30.0,2023-01-02T16:46:05.673509Z,2023-01-02T16:46:05.673601Z,61.619
935,Informal,yes it is normal cause their is lots of people who still likes some they," like to do some crazy things,but i think u guys should know when its normal
Yes I totally understand. It's sad when things get too crazy sometimes. We have so many things to be thankful for, I just think sometimes, we lose sight of them. I hope you guys find things to be thankful for.",en,BLOOM,3.0,36.0,Informal,1.0,244.0,2023-01-05T02:10:04.963995Z,2023-01-05T02:10:04.964068Z,35.986
936,Formal,You must contemplate that and it should provide assistance in determining whether or not he's, right. You can take a look at this website to get more info on online payday loans in Georgia. There are lots of resources that provide important information relating to cash advances. You will need to use it to gather data on online payday loans in Georgia.,en,XGLM,7.5,37.0,Formal,1.0,170.0,2023-01-05T01:47:48.326087Z,2023-01-05T01:47:48.326119Z,11.481
937,Neutral,They," were coming out of the hotel, just two or three guys, and they're in a white van.  look like military guys. Then they're just going out the hotel,"" said Michael Siegel, who has lived in the neighborhood for 25 years.
Around 5:40 a.m., the building was breached. In 10 minutes, all 11 gunmen were in the second floor of the hotel and were armed with assault rifles, Siegel said. One gunman, Robert Morris, has been charged with 10 counts of first-degree murder and armed robbery, and the others have been charged with murder.
""All of the tenants, the hotel guests are told to get out immediately, because they're going to be shot. That's one",en,BLOOM,3.0,38.0,Informal,1.0,5.0,2023-01-02T16:15:26.434269Z,2023-01-02T16:15:26.434338Z,12.021
938,Informal,i hoping for at least a 90% but realistically i think its more like 70%,".. so im back in the swing of it!!! :D:D:D:D so.. im not sure why im in here anymore.. i should go back and check it.. but it looks like i am back, which makes me happy! :D",en,XGLM,2.9,39.0,Informal,1.0,112.0,2023-01-02T18:17:22.477423Z,2023-01-02T18:17:22.477519Z,2.593
939,Formal,"Think about whether you can really afford it and, if you want to, then go"," and apply for a job to cover the bill. If not, then get a job as your own boss, whether it is working for yourself or some other business. Just be sure that you are not too stressed about how you are going to cover your expenses. Try to make a budget and then follow it.
It is not easy being young. It is not easy to work hard and get ahead. Being young can be exhausting. There are always so many problems to cope with. If you are having problems with this, then you need to make sure that you are going to make changes. Try to be a bit more focused on finding ways of making your money work for you and not against you.
If you are finding that you are having trouble",en,BLOOM,3.0,40.0,Formal,1.0,174.0,2023-01-05T01:50:22.525438Z,2023-01-05T01:50:22.525556Z,57.868
940,Informal,and never ignore her always listen to her...and when you do don't change the subjetct,..and give her enough space to say what she need in private or when she are alone..and it will work..I had the same type of problem with my parents...so i just left my home..and my parents are no the same..now we is ok...and they is happy..,en,XGLM,7.5,41.0,Informal,1.0,216.0,2023-01-05T02:03:11.349688Z,2023-01-05T02:03:11.349828Z,5.404
941,Neutral,You," can see how when the ""viewing context"" is removed it becomes null.
What I want to do is store the view's ID and then check each time it is accessed if this id is unique:
if myViewId!= this.currentViewId && this.currentViewId!= null && this.currentViewId!= '':
    // Do stuff

Thanks.
Edit:
The only possible way to save the view id to the ""currentViewId"" property is by using a closure:
View.addEventListener.bindToCurrentContext = function bindToCurrentContextHelperFactoryFunctionName_1_getEventListener_1fcallEvt_1_0_1fcurrentViewId_1fViewId_5fsetId_1fthis_1e",en,BLOOM,7.1,42.0,Informal,1.0,245.0,2023-01-05T02:11:12.479903Z,2023-01-05T02:11:12.480001Z,66.057
942,Formal,Therefore I would say that they do succeed but not frequently. I hope this is," not misunderstanding. I did not say you can use a random as in a random generator, I said you can select numbers based on the formula you used. I think you are saying that we should use a random number generator.",en,XGLM,2.9,43.0,Formal,1.0,285.0,2023-01-05T02:29:15.519013Z,2023-01-05T02:29:15.519111Z,2.935
943,Formal,"Be confident and always believe in yourself. Do not become arrogant, though. Always make good"," decisions and never put yourself in danger. You are able to face all kinds of situations. A wise and noble character is important for your life.
Take care of yourself and be a little more understanding. Make yourself ready to face any kind of situation. Make sure you do not forget what was the most important thing to you.
You are capable of dealing with the tough things in life. Do not forget about your own needs and don’t leave them aside. Your health and self-esteem must always be at their best.
You will have the opportunity to take on great responsibilities and challenges in life. It can be a big step and it’s up to you to make the right choice. You have all the tools and resources at your disposal.
You are not afraid",en,BLOOM,7.1,44.0,Informal,1.0,9.0,2023-01-02T16:18:18.026455Z,2023-01-02T16:18:18.026549Z,136.147
944,Formal,Any man that states he would is more than likely not being entirely honest with," himself.
And so I just want you to think back to one time that you have made a choice.
And you can do it now if you like.
Okay?
Is that okay?
Well, I don't see that we have any other options.
You know the drill.
No?
It's not my birthday?
No.
Well, it's my brother's birthday.
So that makes it even more important.
I know.
I'm sorry.
It was a great night.
It was.
What are you gonna do for your birthday, anyway?
Probably go out with my brother.
I'm sorry about last night.
You're sure you don't want anything?
No, thank you.
You're very welcome.
I'm really sorry about last night.
It's no problem.
What are you doing for",en,BLOOM,7.1,45.0,Informal,1.0,120.0,2023-01-02T19:34:55.298040Z,2023-01-02T19:34:55.298108Z,4498.205
945,Neutral,You, have no items in your shopping cart. Cart Subtotal: US$ 0.00 CAD USD CAD Home › Store › Aviation › Accessories › Battery Chargers,en,XGLM,2.9,46.0,Incohesive,1.0,86.0,2023-01-02T18:02:27.021012Z,2023-01-02T18:02:27.021078Z,5.168
946,Informal,because he is a superhero that is the closest to being just a regular guy.," And that was very important to me, since this is the reason why I was trying to find out more about the characters and the story."" --Jeffrey",en,XGLM,7.5,47.0,Formal,1.0,36.0,2023-01-02T17:39:48.364794Z,2023-01-02T17:39:48.364861Z,2913.022
947,Informal,If you start to feel the it comming on then start the four play again.," It is best for the health to be in balance.
Dance with a smile. If we are having problems in the house then what about the family? If you have a family there is something to be positive in all situations. You will learn to have an attitude of positivity if you dance with a smile.
Be aware of the rhythm of your life. People usually try to find rhythm to their lives. For example, if you are out in the cold. You will notice that there is a clock. You can ask that the clock be stopped when you need it to, because your body can be set to a rhythm. We do this to keep the cycle of our body. There are times, like right before dinner, where there will be",en,BLOOM,3.0,48.0,Formal,1.0,284.0,2023-01-05T02:29:10.917575Z,2023-01-05T02:29:10.917672Z,7.205
948,Informal,its like if you decide to eat chocalate and then moan cuz u look too," fat.. you cant even enjoy it cuz you've eaten so much.. just dont eat or eat very well and then dont feel guilty, its the same way with the body.. you dont need to feel badly when your not perfect. your body was made with such a reason.",en,XGLM,7.5,49.0,Informal,1.0,152.0,2023-01-02T20:36:22.597354Z,2023-01-02T20:36:22.597486Z,3.632
949,Informal,Dont worry about him n just sonsentrate in school so you can lern n then," get a good job one day n forget what ever happened today
i just want to say that this is my fav song to sing along with.... its amazing! i am only 15 years old and i know all the lyrics and i love it!",en,BLOOM,7.1,50.0,Informal,1.0,296.0,2023-01-05T02:31:21.080229Z,2023-01-05T02:31:21.080283Z,2.33
950,Informal,so you might just be over looking the type of men who think the world," revolves around them and they can do nothing without them
This is where it starts getting interesting, there is one part of the equation here that I do know about, I am going to admit that there are some women out there who have been through enough to actually want to change their life and the direction they are heading in. There are also women out there who just want to change the direction of a relationship, no one likes someone that constantly blames and criticizes the other person for everything. It just isn’t fair and it won’t work.
And also there are other women out there who just want to improve their sex life and overall satisfaction with their life. So I get that part because I want the best possible outcome for myself, so I",en,BLOOM,3.0,51.0,Formal,1.0,80.0,2023-01-02T18:00:59.906965Z,2023-01-02T18:01:25.985902Z,94.253
951,Neutral,The," first one shows that we have to check on all nodes only if the target edge is incident to them. A different way to handle the unavoidable edge case is using a global array or a set of nested if-switches. That would improve performance but could lead to more complex implementation. We only use the second approach.
We need to look at all nodes and find if the target edge is incident to them, and if so, let u and v be the two end-points of the target edge. A node is candidate for the ""edge-ending node"" if its depth is at least as large as the depth of any other node and the number of candidate nodes on its layer is less than or equal to the number of target-edges",en,BLOOM,3.0,52.0,Formal,1.0,260.0,2023-01-05T02:23:11.627846Z,2023-01-05T02:23:11.627981Z,8.202
952,Neutral,He," is also a director on the board of the European Investment Bank and on the board of CECA, CEMAT, CEPA and OPEC.",en,XGLM,7.5,53.0,Formal,1.0,56.0,2023-01-02T17:50:06.558018Z,2023-01-02T17:50:06.558085Z,2.446
953,Informal,"if you are happy she should be happy, unless he really is being bad to"," her; that is the main reason why I said you should be angry.
Oh and I hate to break the tradition, but it is a little late in the year to do a Christmas book and holiday guide, but I figured we were in luck because I already did a Christmas one a few weeks ago, so we could share them :p
You know me, I am such a fan of the traditional books about Christmas and the holidays, so this is a fun one and I really hope you enjoy it!
Wow, this book is really well done. I really like the way you brought up the issues that are important to me. I love the idea of a book with Christmas themes. This would be a great gift.
I think that the author",en,BLOOM,3.0,54.0,Informal,1.0,53.0,2023-01-02T17:49:47.567987Z,2023-01-02T17:49:47.568041Z,232.582
954,Neutral,Do, not use this product if you have a pacemaker or any other medical device that might be affected by exposure to this product or if you have a history of allergies or asthma or a history of breathing problems,en,XGLM,7.5,55.0,Formal,1.0,189.0,2023-01-05T01:56:26.316249Z,2023-01-05T01:56:26.316380Z,6.47
955,Formal,"Personally now, I would refrain from wedding any female unwilling to relinquish her surname, however,"," this may be a matter of preference. I have a brother with a daughter, so she will be referred to as sister. I will happily refer to her as her father's niece, or whatever.",en,XGLM,2.9,56.0,Formal,1.0,108.0,2023-01-02T18:15:31.433511Z,2023-01-02T18:15:31.433606Z,20.655
956,Informal,"just let it all out, I use art a lot to vent problems that I"," have with others and just vent, even if I use art I don't see it as a form of therapy and it can be a little bit addictive. Art is a great way to find out how to handle problems that we may not be able to handle with words. I can be an awful person. I find it helpful to just let that all out and express all the things I have done that I wish I wouldn't, things I don't know how to express. I want to do more art. It's a really great way to release. So, that's the point of being this art therapy group. We're trying to give a voice to the rest of us.""
She said she had been an art therapist in a previous life, and she",en,BLOOM,3.0,57.0,Informal,1.0,107.0,2023-01-02T18:15:09.233939Z,2023-01-02T18:15:09.233974Z,12.153
957,Formal,You have do decide whether you want to spend the rest of your life with," someone. You cannot be with someone in secret and expect the other party to know how you feel and be able to handle it. The decision should be mutually agreed upon.
People should go through this process of maturing and understanding the kind of person they want to spend the rest of their lives with. They have to learn to talk and be aware of their feelings. They have to know if they want to go through this process with somebody who is ready to share everything with them, especially sexual relations.
Many times, people get into sexual relationships with someone who is just a friend. In this case, they have no time for developing a strong relationship. When they are involved in some sexual activity, they tend to think that the relationship has turned into something",en,BLOOM,7.1,58.0,Formal,1.0,129.0,2023-01-02T19:54:30.578375Z,2023-01-02T19:54:30.578473Z,64.819
958,Neutral,She," is currently the managing partner of the Sullivan and King LLP, a full-service business law firm.  is also an advisor to the Indianapolis Business Journal.  represents management companies and limited partnerships, domestic and international. From 2011 to 2016, she served as a judge in the Indiana Court of Appeals.",en,XGLM,7.5,59.0,Formal,1.0,55.0,2023-01-02T17:50:02.411178Z,2023-01-02T17:50:02.411247Z,6.337
959,Formal,"If you do not obey men like this, they typically become the sort who beat"," you and throw you into police custody. You must not be under their thumb.
In such instances, we should be able to obtain support and advice from the local police and other police forces. The people of the city are not above arresting anyone who is violating the law or is involved in serious crimes, such as fraud or assault. People have the right to arrest and lock any person they think may be guilty of such crimes. Some crimes may not be taken lightly. They may not be taken lightly.
Sometimes, a police officer may not tell you about the crime he or she is trying to arrest a person for. In such cases, you should ask for a copy of the police report and also speak to an attorney to help you understand",en,BLOOM,7.1,60.0,Formal,1.0,74.0,2023-01-02T17:58:18.003369Z,2023-01-02T17:58:18.003497Z,28.329
960,Formal,I really like this man. I am not sure if it is love or just," pure instinct... but I feel like I know him.
He is a good man. One who takes pride in me, has a sense of humor, and he is honest and open to everything. I love him, even though he has made me cry countless times.
We started talking in October of this year, and he just broke up with me a couple months ago. His whole plan was to get me to fall for him and then go our separate ways. After seeing our relationship grow, he asked me to take a few more classes together. We made plans and had been planning to see each other each day and see a movie every other weekend.
He said he wanted to see where our relationship went. We tried everything. But, the more",en,BLOOM,3.0,61.0,Formal,1.0,299.0,2023-01-05T02:32:04.308942Z,2023-01-05T02:32:04.309036Z,27.865
961,Formal,I am confused and do not know what to do because I hate for the," person who has to change.
I know that a lot of the reasons we go in for plastic surgery are because we have never really felt like our beauty is something that we could love. We think we are beautiful and pretty but then when we see someone who looks exactly like what we thought was perfect, it changes everything. That person, even if they have only a difference to a degree is still not beautiful to us. So when that person looks like us but has a facelift, liposuction, or has done a breast implant. We feel like we have lost something that is true to us. We do not realize that the beauty that we believe is beautiful to us, may not have been beautiful to them, and so they are changing",en,BLOOM,3.0,62.0,Formal,1.0,136.0,2023-01-02T19:57:46.867257Z,2023-01-02T19:57:46.867325Z,64.16
962,Neutral,She," is the child I married, the one you loved so dearly, and the one who made you a new woman.
Oh, my God, she's so beautiful.
Would you go back, please?
Are you going to leave her?
Yes.
's going to go.
Fine.
No.
Honorary Doctorate in Medicine
- Master's degree
- Honours.
And now, at the top of the podium, sitting in a chair by herself, is the young woman who I promised you'd never hear of again.
Mrs. Carter.
Thank you.
Hmm.
Hmm.
Well, that was the most disgusting speech I've ever heard.
I can imagine it's painful.
Hmm.
Who is she?
I gave her an opportunity",en,BLOOM,3.0,63.0,Informal,1.0,164.0,2023-01-05T01:45:40.934422Z,2023-01-05T01:45:40.934522Z,4.651
963,Neutral,She," loved animals and always loved having puppies, so she started going to the shelter to pick up strays. When one of her friends got hit by a car, she volunteered to visit the graveside, and she said it ""inspired her to help people out of their time of need.""",en,XGLM,2.9,64.0,Formal,1.0,137.0,2023-01-02T20:00:09.226073Z,2023-01-02T20:00:09.226203Z,140.82
964,Informal,WHY DOES EVERYONE SEEM TO WANT SOMEONE THAT THEY CAN'T HAVE AND KNOW THAT THEY," ARE AFRAID OF LOSE AND DONE WHAT IS NEEDED FOR THEM? WHO ARE THE SHY AND QUIET, THAT'S WHO DO ALL THE MOVING TO GET THINGS?",en,XGLM,2.9,65.0,Informal,1.0,256.0,2023-01-05T02:21:47.609641Z,2023-01-05T02:21:47.609740Z,2.371
965,Formal,I most enjoy expressing my feelings to women with poems. Has anyone written one for, me? A nice lady wrote me a poem that I thought might be a nice gift: It's not just my brain... It's the heart I feel my brains on. It's not just my brain... But my brains and heart in harmony.,en,XGLM,2.9,66.0,Informal,1.0,138.0,2023-01-02T20:00:13.709513Z,2023-01-02T20:00:13.709607Z,3.091
966,Informal,either that or you are the only one he has a chance at getting some," kind of result.
Now he is going to give you something that will make you an even better guy.
And I'm going to give you a chance to take it, you know?
You and me.
It's a real deal, baby!
It's the only deal you guys have.
You can either do this or be completely useless!
Look, man, I understand.
But if you're serious about taking the deal...
How about we do it?
Or do you wanna take the chance on that thing and lose your whole life, huh?
Fine, we'll do it.
We can get this thing fixed up for you.
I'll call you back and arrange it.
Great.
Thanks, man.
You can call me when you want to, but come on!
It's",en,BLOOM,3.0,67.0,Informal,1.0,186.0,2023-01-05T01:56:00.545160Z,2023-01-05T01:56:00.545232Z,0.966
967,Informal,The main thing is to not try to get back at the one who wronged," you, but just to accept what has happened, and move on. There are so many different ways to approach the situation, some of which include:",en,XGLM,2.9,68.0,Formal,1.0,44.0,2023-01-02T17:42:05.166223Z,2023-01-02T17:42:05.166252Z,7.471
968,Informal,i've been with this girl for 8 months and we haven't kissed is this bad?,"'
'He said we had to have a normal relationship first'
You have to talk to her about your relationship with your family, he is not a good match for her
He won't understand her culture or religion she will end up hurting and hurting both of you
Don't believe him
He's got a bad personality
I don't know what his intentions are but i don't wanna end this relationship because he keeps saying he'll never get married
You don't want him to think the opposite
Tell him to marry you
You don't wanna end it on bad terms
If you don't tell him, he won't understand
But he's just been with me for 5 months he's only been like this now is he really that bad?
You have to go and",en,BLOOM,7.1,69.0,Informal,1.0,298.0,2023-01-05T02:31:34.743964Z,2023-01-05T02:31:34.744033Z,5.901
969,Formal,"Almost without exception (not constantly) those are men similar in age to yourself, more or"," less from the same region, and usually with less than stellar social skills, unless you are an ex-girlfriend. Not being overly nice to him, but being not too mean to him and respecting his boundaries. This will mean that he will not push your boundaries to be as he desires or not do as you desire.",en,BLOOM,3.0,70.0,Informal,1.0,219.0,2023-01-05T02:03:46.973693Z,2023-01-05T02:03:46.973796Z,5.799
970,Neutral,Do," you know anything about what happened to her?” she asked.

“It was pretty bad,” answered Marvin. “First of all she tried to get
away. I had taken her in, and I wanted her to get some sleep. She wanted
to eat as much as I could give her, so I gave her coffee and sandwich.
Then I took her up in my lap and laid her on the sofa, where she lay
while she tried to go to sleep. That didn’t take long. Then it got
so dark I couldn’t see her. She was sitting in a squat position with
a big scar above each eye. At first I didn’t know she had been
there--then I saw the marks where she",en,BLOOM,7.1,71.0,Informal,1.0,228.0,2023-01-05T02:06:00.264288Z,2023-01-05T02:06:00.264386Z,23.437
971,Neutral,There," are many ways to apply an accent in one piece and at one time to the different parts of the surface. This is how I apply an accent in my art. I also apply accent in my life. One of my major concerns as I face this life without John was finding ways to make it more colorful. Accents help me color my life! Now that I am sure I have a colorful life, I find more accents and ways to make it more colorful.
My accent is my art. I have many kinds of art and I have only to find ways to apply my accent. I am grateful that many of my friends have found ways to help me and to help others! I wish you health and joy and happiness to all",en,BLOOM,7.1,72.0,Formal,1.0,28.0,2023-01-02T16:43:33.848939Z,2023-01-02T16:43:33.849008Z,24.75
972,Formal,I would not drive for five hours just to spend time with someone unless I," had something to look forward to or if I had other family responsibilities.
She was a woman who needed to have lots of fun.
She had a very large social circle which was good because it was easy for me to find things to do.
But at the same time, we had some disagreements.
For example, when she became a doctor, and she married a doctor, she wanted to work at home, but I believed that doctors must practice medicine.
That was a fundamental difference between us.
She became a doctor.
She was very good at it.
At the same time, she became extremely unhappy with the way things were going at her family's business.
At the time, I believed that all doctors should work at home.
But she was always",en,BLOOM,7.1,73.0,Formal,1.0,249.0,2023-01-05T02:20:22.341554Z,2023-01-05T02:20:22.341638Z,429.216
973,Informal,imet a girl and i want to know how to know if shes into me, she gives me all the eye contact and i want to kiss her she is the most amazing and kindest girl i have ever met what do i do,en,XGLM,7.5,74.0,Informal,1.0,20.0,2023-01-02T16:34:27.476852Z,2023-01-02T16:34:27.476926Z,7.116
974,Formal,"If you keep on talking to him for another week, then he is going to"," go away and you will find the true love. So, if you still want to talk with him for a week, then keep him away for a week.",en,XGLM,2.9,75.0,Formal,1.0,1.0,2023-01-02T16:14:44.829478Z,2023-01-02T16:14:44.829574Z,20.187
975,Neutral,This," year in the first round, you will face eight opponents, the better your play, the more challenging the competition will be. Do not panic, we will help you by providing you with the resources and advice to better your game.",en,XGLM,2.9,76.0,Formal,1.0,225.0,2023-01-05T02:05:19.100842Z,2023-01-05T02:05:19.100937Z,6.344
976,Formal,I asked him if he still liked me. He said he does but does not," know how long he will be able to stay away from me. The thing is, he knows it won’t be that long. I am always thinking of the future but can’t stop thinking of him. I want to go back to the things I had before he did this to me. I guess, my body won’t be able to endure this anymore.",en,XGLM,2.9,77.0,Informal,1.0,273.0,2023-01-05T02:26:54.341805Z,2023-01-05T02:26:54.341876Z,5.848
977,Formal,"Many twenty-two-year-old women are in relationships with twenty-seven-year-old men, so the twenty-two-year-old men feel insecure",". They are not sure how to behave and they cannot understand why this woman is so much older than them. This is what the film shows: a man who is about twenty-two years older than his girlfriend. They know each other from the Internet. There is no way they could be in a relationship and the girl knows this. The only way they could be with each other is if the girl were to sleep with him.
One of the most surprising things about the movie, however, is that there is nothing romantic about it. It is a serious film. There is something about this that is incredibly painful to watch.
The film takes place in San Francisco in the near future. It is the future of two very famous companies: Google and Apple.",en,BLOOM,7.1,78.0,Informal,1.0,218.0,2023-01-05T02:03:39.606100Z,2023-01-05T02:03:39.606198Z,15.104
978,Neutral,I,"'ve gotten to the point where if you say a color, then it's something that  remember for the rest of the day. A white towel when the snow starts to come down. a white bedding set on the bed when the rain is coming down. a white outfit every time  go out to eat if  want something that's white. The list goes on and on.",en,XGLM,7.5,79.0,Informal,1.0,227.0,2023-01-05T02:05:35.323851Z,2023-01-05T02:05:35.323950Z,3.389
979,Formal,One man willing to move twenty-one hours and fourteen hundred miles just to be with," her. Just being with her. Just having one conversation with her. And that was a rare and amazing thing, but she wasn't going to say anything to him. She had a husband. It had been forty-eight years. She was a widow, but she was still married to him. The way he had said it, she had never looked at anyone else. All she wanted was a life with her husband. She was going to try to change the past. She didn't have much of an education or anything. She hadn't even had an abortion until that moment. She had never wanted to have a kid. And this was what she was going to do. She was going to tell him everything she had learned about sex. And when she asked him",en,BLOOM,3.0,80.0,Informal,1.0,146.0,2023-01-02T20:34:46.305597Z,2023-01-02T20:34:46.305691Z,1866.109
980,Formal,"In my opinion you should compliment her, ask her name, act normal, and act smooth."," If she does not compliment you, don't respond or you will get a big headache. You can give hints by telling her that you have a question about this or that. Just as long as you do not insult her, she will not feel you are disrespecting her. Remember that she is not an adult and still a child. You are not supposed to hit or bully her because she will think of you as mean.",en,XGLM,2.9,81.0,Informal,1.0,39.0,2023-01-02T17:41:18.817671Z,2023-01-02T17:41:18.817754Z,70.875
981,Neutral,You," can read it online at http://www.sustainablechemistry.org/issue19/article1.php. I'd like to point out that while the article mentions ""alternative fuels"" and ""alternative materials"" to ""alternative energy"", we all know that these are two completely different things. Energy is energy and we will never get it from anything other than our sun or stars. The article also points to an obvious example: the use of natural gas as a ""fuel"" to run our cars and SUV's. We take our cars and SUV's off the road in summer and just sit them when they're not in use. Now put away the gas cans and put them",en,XGLM,7.5,82.0,Informal,1.0,119.0,2023-01-02T18:19:55.742178Z,2023-01-02T18:19:55.742246Z,21.915
